HD,SpType
41108,F5 V              
41109,K2/3 III          
41110,K1 III            
41111,A9 IV/V           
41112,K2 III            
41113,G8 III/IV         
41122,A5 V              
41123,A4/5 V            
41124,A2MF0-F2          
41125,K0 III            
41126,F0 V              
41127,B9.5 V            
41128,F0/2 V            
41129,F0/2 V           
41130,A7/9 V           
41131,A3/5 V           
41132,A3 V             
41133,F2/3 V           
41134,F7 V            
41135,A3MA5-A7        
41136,K2/3 III        
41137,K1 III          
41143,K0 III            
41144,A2/3              
41145,G8 IV             
41146,K0 III            
41147,F0 V              
41148,A9 V              
41149,F5 V              
41150,A4 V              
41151,F2 V              
41152,K2 III            
41153,G8/K0 III         
41154,K2               
41155,F7/8 V           
41156,B7 V             
41157,F3 V            
41158,F6 V            
41165,K2 III            
41166,K0 III            
41167,A9 V              
41168,K1/2 (III)        
41169,B9 IV/V           
41170,F3 V              
41171,A0 V              
41172,F3 V              
41173,K0/1 III          
41174,K2/3 (III)       
41175,A2               
41176,B8 II/III         
41177,B9/A0 IV/V        
41178,B9 III/IV         
41179,G6 V              
41180,A8/9 V            
41181,A3 IV             
41182,A0 V              
41183,G8 III            
41184,A(3) (V)          
41185,A2 V             
41186,F5 V             
41187,F6 V             
41188,G2 V            
41191,A0 V              
41192,M0/1              
41193,A3/5 II/III       
41194,A0 IV/V           
41195,K0/1 III          
41196,G8 IV             
41197,A9 IV/V           
41198,A1/2 V            
41199,G8 (III)         
41200,F5 V             
41205,K2/3 III          
41206,A9 V              
41207,A0 III/IV         
41208,G5 V              
41209,G8 III            
41210,K5/M0 (III)       
41211,F8 V              
41212,F2 V              
41213,A0/1 IV/V        
41214,A1MA3-A7         
41215,F3 V            
41216,F3 V            
41217,A3 V            
41225,K4/5 III          
41226,B9 III/IV         
41227,G1 V              
41228,B9 V              
41229,B2/3 V           
41230,A8/F2 V          
41231,A2MA7-A7         
41232,K2 III          
41233,F7 V            
41234,A9 IV           
41235,K1/2 (III)      
41240,K1 III            
41241,G8 III            
41242,K1/2 III          
41243,F0 V              
41244,G8 III            
41245,G8 IV             
41246,G2 V             
41247,A8/F0 II/III     
41248,G2 V            
41253,B3 V              
41254,A1/2 (V)          
41255,F8/G0 V           
41256,G8 IV             
41262,K0 III            
41263,A0 V              
41264,F2 V              
41265,F7 V              
41266,F0/2 V            
41272,A0 V              
41273,K0 III            
41274,K0 III            
41275,K1 III           
41276,G5               
41277,F7/8 V           
41278,F5 V            
41279,K2/3 (III)      
41286,K0/1 III          
41287,A0 V              
41288,B5 V              
41289,M2/3 V            
41290,A9 V              
41291,G3 V              
41292,A3/4 IV           
41293,K0 III           
41294,K1/2             
41295,K0 III           
41296,A3 V            
41297,B8 IV           
41298,F0 III          
41299,A1 VS           
41300,G0 V            
41301,M2 III          
41308,A2 V              
41309,A0 III            
41310,G3 V              
41311,F0 IV/V           
41312,K3 II/IIICNV      
41313,A3 V              
41314,F7 V             
41315,A5               
41316,A5 V            
41319,A8 III            
41320,F3 V              
41321,K3 III            
41322,A8/9 V            
41323,G3/5 V           
41324,K2 III           
41325,F3/5 (IV)        
41326,F2 IV/V         
41327,K0 V            
41334,A0 IV             
41335,B3/5 Vnne         
41336,A8/9 (III)        
41337,K1 III            
41338,G0 V              
41339,F0/3 V            
41340,F5 V            
41341,K2 III          
41346,A0 V              
41347,K0 III            
41348,A2 II/III         
41349,G8 IV             
41350,G8/K0 IV          
41351,G8 IV             
41352,F2 V             
41353,G8 III           
41354,K3 III          
41355,A1 VS           
41356,K4 III          
41362,K4/5              
41363,B8 II             
41364,F0 V              
41365,F7 V              
41366,F5/6 V            
41367,B9 IV/V           
41368,B5 III/IV         
41369,A7 IV/V          
41370,G8/K0            
41371,K0 III          
41372,F3 V            
41380,G6 II             
41381,A1 V              
41382,B9.5 V            
41383,B9.5 III          
41384,A0 V              
41385,AP SREUCR         
41386,A0 V              
41387,F8/G1 V           
41388,A3 V              
41389,B9 IV             
41390,A1 IV/V           
41391,F3 V              
41392,B9.5 V            
41393,A4 V              
41394,F5 V             
41395,A1 V            
41396,A2MA5-F0        
41403,Ap EuCr           
41404,K0 III            
41405,G6 IV/V           
41406,F7 + A II/III(P)  
41407,F3 IV             
41408,G8 III            
41409,G8 III            
41410,F7 V             
41411,F8 V            
41412,K2 III          
41420,F5 V              
41421,B9.5 V            
41422,F3 V              
41423,B9/A0 V           
41424,F5 V              
41425,F2 V             
41426,F5 V            
41427,G0 V            
41433,G8/K0 III         
41434,B9 V              
41435,A0/1 V            
41436,A6 V              
41437,A6 III            
41438,A9 V              
41439,K3 (III)          
41440,M4/6             
41441,A7 IV           
41442,G2 V            
41443,F6 V            
41447,A7 II             
41448,A9 V              
41449,G8 III            
41450,K0 III            
41451,K1 III          
41452,F5 V            
41460,K5 III            
41461,K1 (III)          
41462,G8 IV             
41463,G3/5 V            
41464,A1 V              
41465,G8 III/IV        
41466,F3 V            
41470,A8/9  V           
41471,G6 V              
41472,F0                
41473,A0 V              
41474,A1 V              
41475,G8 III           
41482,G8/K0 III         
41483,K0 III            
41484,G2 V              
41485,G2 V              
41486,A7/8 V            
41487,K2 III            
41488,B8/9 V            
41489,K0 III            
41490,A5 IV             
41491,A1MA5-A5          
41492,K1 III            
41493,F0 V             
41494,G8 III           
41495,F3/5 (V)        
41502,F7 V              
41503,A0 V              
41504,A3 V              
41505,A1 IV             
41506,K0/1 III          
41507,A2 II             
41508,F7 V              
41509,K3 III            
41510,F6 V              
41511,AP SHELL          
41512,K0 III            
41513,B9.5 V            
41514,F3 V              
41515,M2 III          
41516,G6/K0 (III)     
41528,A5 IV             
41529,A7 II             
41530,B9.5 III          
41531,K0 III            
41532,K0 III            
41533,K2 III            
41534,B2 V              
41535,G8 III           
41536,G8               
41537,F7 V             
41538,A2 IV            
41539,G0 V            
41540,G8WG(2)         
41546,K1/2 (III)        
41547,F3 V              
41548,G3 IV/V           
41549,G8 (III)          
41550,K0 IV             
41551,A1 V              
41552,K1/2 III          
41553,G8 III          
41554,F7 V            
41555,K1 III          
41556,K0 III          
41557,G6/8 III        
41558,G5 III          
41569,F5 IV/V           
41570,G8/K0 III         
41571,A0 III/IV         
41572,K1 III            
41573,K1/2 IV/V         
41574,K2 III            
41575,F5/6 V           
41576,F2/3 III         
41577,A0 V            
41582,A1 V              
41583,B9 V              
41584,F3 IV/V           
41585,A8/9 V            
41586,M4 III          
41587,K1/3 (III)      
41594,K0 III            
41595,A8 V              
41596,K3P BA          
41604,B8 II             
41605,A0 V              
41606,B8 V              
41607,A2                
41608,M0/1 III          
41609,A3 III/IV         
41610,K4 III            
41611,K1 III           
41612,F5 V             
41613,AP EUCR         
41620,A2 V              
41621,K1 III            
41622,F3 V              
41623,F3 V              
41624,A2/3 Ib/II        
41625,F0                
41626,F5                
41627,A1 V              
41628,A2 IV/V           
41629,F2 V              
41630,A0 V              
41631,K                 
41632,F0 IV/V          
41633,K1 III           
41634,G8 III          
41642,A9/F0 V           
41643,K0 III            
41644,K0 III            
41645,K4 III            
41646,A9 V              
41647,K0 III            
41648,K0 III            
41649,A0 V              
41650,K0/1 III         
41651,F0 V             
41652,K1 III          
41653,K0/2 III        
41661,F3 V              
41662,A2/3 III/IV       
41663,F3/5 V            
41664,F3 V              
41665,K0 (III)          
41666,F0 IV(M)          
41667,G8 V              
41668,G8/K0 III         
41669,F2 IV/V           
41670,G8 II            
41677,A4/5 V            
41678,F3 V              
41679,G8/K0 IV          
41680,F7/8 V            
41681,A9 V              
41682,G8/K0 III         
41683,F5/8 + A/F        
41684,A3(M)A7-A7        
41685,K0 III            
41686,F0 V            
